image_path,target
/Users/macbook/Downloads/gestures to speech/Train/Images/I/40.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/100.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/59.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/161.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/152.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/11.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/10.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/34.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/51.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/5.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/178.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/17.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/174.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/36.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/51.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/26.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/23.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/178.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/54.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/31.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/28.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/94.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/55.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/6.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/82.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/107.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/22.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/178.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/119.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/8.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/121.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/81.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/87.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/110.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/113.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/53.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/97.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/44.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/148.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/20.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/69.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/136.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/43.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/90.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/104.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/103.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/27.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/154.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/130.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/56.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/41.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/154.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/107.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/3.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/119.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/101.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/53.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/118.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/12.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/126.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/64.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/82.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/76.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/53.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/109.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/114.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/172.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/17.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/157.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/33.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/86.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/150.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/157.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/35.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/93.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/52.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/155.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/27.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/107.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/58.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/28.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/1.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/24.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/131.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/59.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/47.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/9.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/141.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/165.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/83.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/93.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/164.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/149.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/169.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/91.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/58.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/63.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/20.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/108.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/11.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/139.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/106.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/127.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/23.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/174.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/32.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/109.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/91.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/143.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/146.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/136.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/67.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/132.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/178.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/108.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/105.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/70.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/42.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/10.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/86.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/150.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/49.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/42.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/155.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/170.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/171.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/109.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/71.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/96.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/116.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/69.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/172.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/64.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/30.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/84.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/62.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/92.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/121.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/118.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/48.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/56.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/67.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/25.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/15.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/4.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/96.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/1.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/66.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/46.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/107.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/22.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/0.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/61.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/33.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/140.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/19.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/68.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/27.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/6.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/156.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/90.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/93.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/135.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/177.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/81.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/12.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/48.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/71.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/78.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/39.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/45.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/116.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/123.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/2.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/38.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/80.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/60.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/125.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/77.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/171.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/166.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/47.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/44.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/49.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/23.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/118.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/75.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/74.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/83.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/79.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/106.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/149.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/176.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/72.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/129.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/102.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/8.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/80.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/40.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/13.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/58.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/66.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/97.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/158.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/124.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/156.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/60.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/132.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/144.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/107.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/34.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/22.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/4.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/100.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/68.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/133.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/169.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/117.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/68.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/104.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/162.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/127.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/38.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/79.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/176.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/2.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/23.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/38.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/56.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/10.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/113.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/51.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/168.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/107.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/12.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/154.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/149.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/2.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/116.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/100.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/14.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/176.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/79.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/81.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/11.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/41.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/100.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/18.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/71.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/77.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/150.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/72.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/146.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/99.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/7.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/136.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/57.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/7.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/60.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/93.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/27.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/15.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/82.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/61.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/71.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/79.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/56.jpg,10.0
